rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_ttvflag,pl_kepflag,st_dist,st_disterr1,st_disterr2,st_distlim,st_vj,st_vjerr,st_vjlim,st_vjblend,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffblend,st_mass,st_masserr1,st_masserr2,st_masslim,st_massblend,st_rad,st_raderr1,st_raderr2,st_radlim,st_radblend,hd_name,hip_name
69,CoRoT-20,b,Transit,1,9.24285000,0.00030000,-0.00030000,0,0.090200,0.002100,-0.002100,0,0.562000,0.013000,-0.013000,0,4.24000,0.23000,-0.23000,0,,,,,0.840,0.040,-0.040,0,8.87000,1.10000,-1.10000,0,88.210,0.530,-0.530,0,0,0,1230.00,120.00,-120.00,0,14.660,,0,0,5880.00,90.00,-90.00,0,0,1.1400,0.0800,-0.0800,0,0,1.02,0.05,-0.05,0,0,,
70,CoRoT-22,b,Transit,1,9.75598000,0.00011000,-0.00011000,0,0.092000,0.001400,-0.001400,0,0.077000,0.300000,-0.042000,0,0.03800,0.04400,-0.02800,0,,,,,0.435,0.015,-0.035,0,0.24900,1.00000,-0.09700,0,89.749,0.032,-0.900,0,0,0,592.00,25.00,-42.00,0,13.944,0.083,0,0,5939.00,54.00,-120.00,0,0,1.0990,0.0490,-0.0490,0,0,1.14,0.04,-0.09,0,0,,
71,CoRoT-23,b,Transit,1,3.63130000,0.00010000,-0.00010000,0,0.048000,0.004000,-0.004000,0,0.160000,0.020000,-0.020000,0,2.80000,0.30000,-0.30000,0,,,,,1.050,0.130,-0.130,0,3.00000,1.10000,-1.10000,0,85.700,2.600,-1.500,0,0,0,600.00,50.00,-50.00,0,15.630,0.070,0,0,5900.00,100.00,-100.00,0,0,1.1400,0.0800,-0.0800,0,0,1.61,0.18,-0.18,0,0,,
72,CoRoT-24,b,Transit,2,5.11340000,0.00060000,-0.00060000,0,0.056000,0.002000,-0.002000,0,0.000000,,,0,0.01800,,,1,,,,,0.330,0.040,-0.040,0,0.90000,,,1,86.500,2.000,-2.000,0,0,0,600.00,70.00,-70.00,0,,,,,4950.00,150.00,-150.00,0,0,0.9100,0.0900,-0.0900,0,0,0.86,0.09,-0.09,0,0,,
73,CoRoT-24,c,Transit,2,11.75900000,0.00630000,-0.00630000,0,0.098000,0.003000,-0.003000,0,0.000000,,,0,0.08800,0.03500,-0.03500,0,,,,,0.440,0.040,-0.040,0,1.30000,0.50000,-0.40000,0,89.000,1.000,-1.600,0,0,0,600.00,70.00,-70.00,0,,,,,4950.00,150.00,-150.00,0,0,0.9100,0.0900,-0.0900,0,0,0.86,0.09,-0.09,0,0,,
74,CoRoT-25,b,Transit,1,4.86069000,0.00006000,-0.00006000,0,0.057800,0.002000,-0.000900,0,0.000000,,,0,0.27000,0.04000,-0.04000,0,,,,,1.080,0.300,-0.100,0,0.15000,0.15000,-0.06000,0,84.500,0.800,-0.300,0,0,0,1000.00,85.00,-25.00,0,,,,,6040.00,90.00,-90.00,0,0,1.0900,0.1100,-0.0500,0,0,1.19,0.14,-0.03,0,0,,
75,CoRoT-26,b,Transit,1,4.20474000,0.00005000,-0.00005000,0,0.052600,0.001000,-0.001000,0,0.000000,,,0,0.52000,0.05000,-0.05000,0,,,,,1.260,0.130,-0.070,0,0.28000,0.09000,-0.07000,0,86.800,2.200,-1.000,0,0,0,1670.00,205.00,-110.00,0,,,,,5590.00,100.00,-100.00,0,0,1.0900,0.0600,-0.0600,0,0,1.79,0.18,-0.09,0,0,,
76,CoRoT-27,b,Transit,1,3.57532000,0.00006000,-0.00006000,0,0.047600,0.006600,-0.006600,0,0.065000,,,1,10.39000,0.55000,-0.55000,0,,,,,1.007,0.044,-0.044,0,12.60000,1.92000,-1.67000,0,86.700,1.200,-0.870,0,0,0,,,,,15.540,,0,0,5900.00,120.00,-120.00,0,0,1.0500,0.1100,-0.1100,0,0,1.08,0.18,-0.06,0,0,,
77,CoRoT-28,b,Transit,1,5.20851000,0.00038000,-0.00038000,0,0.060300,0.005000,-0.005000,0,0.047000,0.055000,-0.038000,0,0.48400,0.08700,-0.08700,0,,,,,0.955,0.066,-0.066,0,0.69000,0.27000,-0.27000,0,88.100,0.800,-0.800,0,0,0,560.00,70.00,-70.00,0,,,,,5150.00,100.00,-100.00,0,0,1.0100,0.1400,-0.1400,0,0,1.78,0.11,-0.11,0,0,,
78,CoRoT-29,b,Transit,1,2.85057000,0.00000600,-0.00000600,0,0.038600,0.005900,-0.005900,0,0.082000,0.081000,-0.081000,0,0.85000,0.20000,-0.20000,0,,,,,0.900,0.160,-0.160,0,1.45000,0.74000,-0.74000,0,87.300,2.700,-2.700,0,0,0,765.00,50.00,-50.00,0,,,,,5260.00,100.00,-100.00,0,0,0.9700,0.1400,-0.1400,0,0,0.90,0.12,-0.12,0,0,,
79,CoRoT-3,b,Transit,1,4.25680000,0.00000500,-0.00000500,0,,,,,0.000000,,,0,21.66000,1.00000,-1.00000,0,,,,,1.010,0.070,-0.070,0,26.40000,5.60000,-5.60000,0,85.900,0.800,-0.800,0,0,0,680.00,160.00,-160.00,0,,,,,6740.00,140.00,-140.00,0,0,1.3700,0.0900,-0.0900,0,0,1.56,0.09,-0.09,0,0,,
80,CoRoT-4,b,Transit,1,9.20205000,0.00037000,-0.00037000,0,0.090000,0.001000,-0.001000,0,0.000000,0.100000,-0.100000,0,0.72000,0.08000,-0.08000,0,,,,,1.190,0.060,-0.050,0,0.52500,0.15000,-0.15000,0,90.000,0.000,-0.085,0,0,0,,,,,,,,,6190.00,60.00,-60.00,0,0,1.1600,0.0300,-0.0200,0,0,1.17,0.01,-0.03,0,0,,
81,CoRoT-5,b,Transit,1,4.03789620,0.00000190,-0.00000190,0,0.049470,0.000260,-0.000290,0,0.090000,0.090000,-0.040000,0,0.46700,0.04700,-0.02400,0,,,,,1.388,0.046,-0.047,0,0.21700,0.03100,-0.02500,0,85.830,0.990,-1.380,0,0,0,,,,,,,,,6100.00,65.00,-65.00,0,0,1.0000,0.0200,-0.0200,0,0,1.19,0.04,-0.04,0,0,,
82,CoRoT-6,b,Transit,1,8.88659300,0.00000400,-0.00000400,0,0.085500,0.001500,-0.001500,0,0.100000,,,1,2.96000,0.34000,-0.34000,0,,,,,1.166,0.035,-0.035,0,2.32000,0.31000,-0.31000,0,89.070,0.300,-0.300,0,0,0,,,,,13.912,0.021,0,0,6090.00,70.00,-70.00,0,0,1.0500,0.0500,-0.0500,0,0,1.02,0.03,-0.03,0,0,,
83,CoRoT-7,b,Transit,2,0.85359159,0.00000057,-0.00000057,0,0.017016,0.000170,-0.000036,0,0.000000,,,0,0.01800,0.00300,-0.00300,0,,,,,0.141,0.006,-0.006,0,7.50000,1.40000,-1.40000,0,80.780,0.510,-0.230,0,0,0,153.70,4.50,-4.50,0,11.668,0.008,0,0,5259.00,58.00,-58.00,0,0,0.9130,0.0170,-0.0170,0,0,0.82,0.02,-0.02,0,0,,
84,CoRoT-7,c,Radial Velocity,2,3.69800000,0.00300000,-0.00300000,0,0.046000,,,0,0.000000,,,0,0.02600,0.00300,-0.00300,0,,,,,,,,,,,,,,,,,0,0,153.70,4.50,-4.50,0,11.668,0.008,0,0,5259.00,58.00,-58.00,0,0,0.9130,0.0170,-0.0170,0,0,0.82,0.02,-0.02,0,0,,
85,CoRoT-8,b,Transit,1,6.21229000,0.00003000,-0.00003000,0,0.063000,0.001000,-0.001000,0,0.000000,,,0,0.22000,0.03000,-0.03000,0,,,,,0.570,0.020,-0.020,0,1.60000,0.10000,-0.10000,0,88.400,0.100,-0.100,0,0,0,380.00,30.00,-30.00,0,14.800,,0,0,5080.00,80.00,-80.00,0,0,0.8800,0.0400,-0.0400,0,0,0.77,0.02,-0.02,0,0,,
86,CoRoT-9,b,Transit,1,95.27380000,0.00140000,-0.00140000,0,0.407000,0.005000,-0.005000,0,0.110000,0.040000,-0.040000,0,0.84000,0.07000,-0.07000,0,,,,,1.050,0.040,-0.040,0,0.90000,0.13000,-0.13000,0,89.990,0.010,-0.040,0,0,0,460.00,,,0,13.690,,0,0,5625.00,80.00,-80.00,0,0,0.9900,0.0400,-0.0400,0,0,0.94,0.04,-0.04,0,0,,
87,DENIS-P J082303.1-491201,b,Astrometry,1,246.36000000,1.38000000,-1.35000000,0,0.360000,0.010000,-0.010000,0,0.345000,0.068000,-0.064000,0,28.50000,1.90000,-1.90000,0,,,,,,,,,,,,,56.600,1.900,-2.100,0,0,0,20.77,0.08,-0.08,0,,,,,,,,,,0.0750,0.0070,-0.0070,0,0,,,,,,,
88,DH Tau,b,Imaging,1,,,,,330.000000,,,0,,,,,11.00000,10.00000,-3.00000,0,,,,,,,,,,,,,,,,,0,0,140.00,15.00,-15.00,0,,,,,,,,,,0.3300,,,0,0,0.27,0.07,-0.07,0,0,,
89,DP Leo,b,Eclipse Timing Variations,1,10220.00000000,730.00000000,-730.00000000,0,8.190000,0.390000,-0.390000,0,0.390000,0.130000,-0.130000,0,,,,,6.05000,0.47000,-0.58000,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,0.6900,,,0,0,,,,,,,
90,FU Tau,b,Imaging,1,,,,,800.000000,,,0,,,,,15.71100,,,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
91,Fomalhaut,b,Imaging,1,318280.00000000,,,0,115.000000,,,0,0.130000,,,-1,2.60000,0.90000,-0.90000,0,,,,,1.200,,,0,,,,,,,,,0,0,7.69,0.05,-0.05,0,1.160,,0,0,,,,,,2.0000,,,0,0,,,,,,HD 216956,HIP 113368
92,GJ 1214,b,Transit,1,1.58040482,0.00000024,-0.00000024,0,,,,,,,,,0.02000,0.00300,-0.00300,0,,,,,0.203,0.007,-0.007,0,3.03000,0.50000,-0.50000,0,90.000,0.000,-1.500,0,0,0,,,,,15.100,0.600,0,0,3170.00,23.00,-23.00,0,0,0.1560,0.0060,-0.0060,0,0,0.18,0.01,-0.01,0,0,,
93,GJ 15 A,b,Radial Velocity,1,11.44330000,0.00160000,-0.00160000,0,0.071700,0.003400,-0.003400,0,0.000000,,,0,,,,,0.01700,0.00200,-0.00200,0,,,,,,,,,,,,,0,0,3.57,0.01,-0.01,0,8.080,,0,0,3567.00,11.00,-11.00,0,0,0.3750,0.0570,-0.0570,0,0,0.39,0.00,0.00,0,0,HD 1326 A,HIP 1475
94,GJ 163,b,Radial Velocity,3,8.63100000,0.00100000,-0.00100000,0,0.061000,,,0,0.110000,0.040000,-0.040000,0,,,,,0.03500,,,0,,,,,,,,,,,,,0,0,14.97,0.44,-0.46,0,11.810,0.014,0,0,3500.00,100.00,-100.00,0,0,0.4000,0.0200,-0.0200,0,0,,,,,,,HIP 19394
95,GJ 163,c,Radial Velocity,3,25.60000000,0.02000000,-0.02000000,0,0.130000,,,0,0.080000,0.080000,-0.080000,0,,,,,0.02400,,,0,,,,,,,,,,,,,0,0,14.97,0.44,-0.46,0,11.810,0.014,0,0,3500.00,100.00,-100.00,0,0,0.4000,0.0200,-0.0200,0,0,,,,,,,HIP 19394
96,GJ 163,d,Radial Velocity,3,603.00000000,12.00000000,-12.00000000,0,1.000000,,,0,0.410000,0.070000,-0.070000,0,,,,,0.07900,,,0,,,,,,,,,,,,,0,0,14.97,0.44,-0.46,0,11.810,0.014,0,0,3500.00,100.00,-100.00,0,0,0.4000,0.0200,-0.0200,0,0,,,,,,,HIP 19394
97,GJ 179,b,Radial Velocity,1,2288.00000000,59.00000000,-59.00000000,0,2.410000,0.040000,-0.040000,0,0.210000,0.080000,-0.080000,0,,,,,0.82000,0.07000,-0.07000,0,,,,,,,,,,,,,0,0,12.12,0.56,-0.62,0,12.000,0.025,0,0,3370.00,100.00,-100.00,0,0,0.3570,0.0300,-0.0300,0,0,0.38,0.02,-0.02,0,0,,HIP 22627
98,GJ 3021,b,Radial Velocity,1,133.71000000,0.20000000,-0.20000000,0,0.490000,,,0,0.511000,0.017000,-0.017000,0,,,,,3.37000,0.09000,-0.09000,0,,,,,,,,,,,,,0,0,17.62,0.16,-0.17,0,6.590,0.000,0,0,5540.00,75.00,-75.00,0,0,0.9000,,,0,0,0.90,,,0,0,HD 1237,HIP 1292
99,GJ 317,b,Radial Velocity,1,692.00000000,2.00000000,-2.00000000,0,1.150000,0.050000,-0.050000,0,0.110000,0.050000,-0.050000,0,2.50000,0.70000,-0.40000,0,1.80000,0.05000,-0.05000,0,,,,,,,,,45.000,30.000,-10.000,0,0,0,15.10,0.22,-0.22,0,11.970,0.014,0,0,3510.00,50.00,-50.00,0,0,0.4200,0.0500,-0.0500,0,0,,,,,,,
100,GJ 328,b,Radial Velocity,1,4100.00000000,300.00000000,-300.00000000,0,4.500000,0.200000,-0.200000,0,0.370000,0.050000,-0.050000,0,,,,,2.30000,0.13000,-0.13000,0,,,,,,,,,,,,,0,0,20.03,0.85,-0.92,0,9.970,0.009,0,0,3900.00,100.00,-100.00,0,0,0.6900,0.0500,-0.0500,0,0,,,,,,,HIP 43790
101,GJ 3293,b,Radial Velocity,2,30.60000000,0.01000000,-0.01000000,0,0.143400,,,0,0.070000,0.040000,-0.040000,0,,,,,0.08100,0.00500,-0.00500,0,,,,,,,,,,,,,0,0,,,,,11.962,,0,0,3466.00,49.00,-49.00,0,0,0.4200,,,0,0,0.40,0.03,-0.03,0,0,,
102,GJ 3293,c,Radial Velocity,2,123.75000000,0.30000000,-0.30000000,0,0.364000,,,0,0.330000,0.060000,-0.060000,0,,,,,0.08100,0.00500,-0.00500,0,,,,,,,,,,,,,0,0,,,,,11.962,,0,0,3466.00,49.00,-49.00,0,0,0.4200,,,0,0,0.40,0.03,-0.03,0,0,,
103,GJ 3341,b,Radial Velocity,1,14.20700000,0.00700000,-0.00700000,0,0.089000,,,0,0.310000,0.110000,-0.110000,0,,,,,0.02080,0.00030,-0.00030,0,,,,,,,,,,,,,0,0,,,,,12.080,,0,0,3526.00,49.00,-49.00,0,0,0.4700,,,0,0,0.44,0.03,-0.03,0,0,,
104,GJ 3470,b,Radial Velocity,1,3.33664870,0.00000430,-0.00000330,0,0.031000,0.002800,-0.002800,0,0.017000,0.016000,-0.012000,0,0.04300,0.00500,-0.00500,0,,,,,0.346,0.029,-0.029,0,1.18000,0.33000,-0.33000,0,88.880,0.620,-0.450,0,0,0,25.20,2.90,-2.90,0,12.330,0.012,0,0,3652.00,50.00,-50.00,0,0,0.5100,0.0600,-0.0600,0,0,0.48,0.04,-0.04,0,0,,
105,GJ 3634,b,Radial Velocity,1,2.64561000,0.00066000,-0.00066000,0,0.028700,0.001000,-0.001100,0,0.080000,0.094000,-0.057000,0,0.02600,0.01300,-0.00500,0,0.02200,0.00300,-0.00300,0,,,,,,,,,59.000,18.000,-24.000,0,0,0,19.80,0.60,-0.60,0,11.930,0.010,0,0,,,,,,0.4500,0.0500,-0.0500,0,0,0.43,0.03,-0.03,0,0,,
106,GJ 433,b,Radial Velocity,1,7.37090000,0.00080000,-0.00080000,0,0.058000,,,0,0.080000,0.080000,-0.080000,0,,,,,0.01800,,,0,,,,,,,,,,,,,0,0,9.04,0.14,-0.15,0,9.806,0.015,0,0,3600.00,,,0,0,0.4800,,,0,0,,,,,,,HIP 56528
107,GJ 436,b,Radial Velocity,1,2.64388312,0.00000057,-0.00000057,0,0.029100,0.001500,-0.001500,0,0.138270,0.000180,-0.000180,0,0.07000,0.00700,-0.00700,0,,,,,0.372,0.015,-0.015,0,1.80000,0.29000,-0.29000,0,86.440,0.170,-0.160,0,0,0,10.23,0.23,-0.24,0,10.670,0.010,0,0,,,,,0,0.4700,0.0700,-0.0700,0,0,0.46,0.02,-0.02,0,0,,HIP 57087
108,GJ 504,b,Imaging,1,,,,,43.500000,,,0,,,,,4.00000,4.50000,-1.00000,0,,,,,,,,,,,,,,,,,0,0,17.95,0.27,-0.28,0,5.220,,0,0,6234.00,25.00,-25.00,0,0,1.2200,0.0800,-0.0800,0,0,,,,,,HD 115383,HIP 64792
109,GJ 581,b,Radial Velocity,3,5.36860000,0.00010000,-0.00010000,0,0.040610,0.000030,-0.000030,0,0.000000,0.030000,-0.030000,0,,,,,0.04970,0.00090,-0.00090,0,,,,,,,,,,,,,0,0,6.27,0.09,-0.09,0,10.560,0.011,0,0,,,,,,0.3100,0.0200,-0.0200,0,0,0.29,,,0,0,,HIP 74995
110,GJ 581,c,Radial Velocity,3,12.91400000,0.00200000,-0.00200000,0,0.072100,0.000300,-0.000300,0,0.000000,0.060000,-0.060000,0,,,,,0.01730,0.00090,-0.00090,0,,,,,,,,,,,,,0,0,6.27,0.09,-0.09,0,10.560,0.011,0,0,,,,,,0.3100,0.0200,-0.0200,0,0,0.29,,,0,0,,HIP 74995
111,GJ 581,e,Radial Velocity,3,3.14900000,0.00020000,-0.00020000,0,0.028150,0.000060,-0.000060,0,0.000000,0.060000,-0.060000,0,,,,,0.00530,0.00060,-0.00060,0,,,,,,,,,,,,,0,0,6.27,0.09,-0.09,0,10.560,0.011,0,0,,,,,,0.3100,0.0200,-0.0200,0,0,0.29,,,0,0,,HIP 74995
112,GJ 649,b,Radial Velocity,1,598.30000000,4.20000000,-4.20000000,0,1.135000,0.035000,-0.035000,0,0.300000,0.080000,-0.080000,0,,,,,0.32800,0.03200,-0.03200,0,,,,,,,,,,,,,0,0,10.32,0.16,-0.16,0,9.690,0.020,0,0,3700.00,60.00,-60.00,0,0,0.5400,0.0500,-0.0500,0,0,,,,,,,HIP 83043
113,GJ 667 C,b,Radial Velocity,5,7.20040000,0.00170000,-0.00170000,0,0.050500,0.004400,-0.005300,0,0.130000,0.100000,-0.110000,0,,,,,0.01800,0.00400,-0.00400,0,,,,,,,,,,,,,0,0,6.80,,,0,10.220,0.100,0,0,3350.00,50.00,-50.00,0,0,0.3300,0.0200,-0.0200,0,0,,,,,0,,
114,GJ 667 C,c,Radial Velocity,5,28.14000000,0.05300000,-0.06500000,0,0.125000,0.012000,-0.013000,0,0.020000,0.150000,-0.020000,0,,,,,0.01200,0.00500,-0.00400,0,,,,,,,,,,,,,0,0,6.80,,,0,10.220,0.100,0,0,3350.00,50.00,-50.00,0,0,0.3300,0.0200,-0.0200,0,0,,,,,0,,
115,GJ 667 C,e,Radial Velocity,5,62.24000000,0.55000000,-0.55000000,0,0.213000,0.019000,-0.022000,0,0.020000,0.220000,-0.020000,0,,,,,0.00800,0.00500,-0.00400,0,,,,,,,,,,,,,0,0,6.80,,,0,10.220,0.100,0,0,3350.00,50.00,-50.00,0,0,0.3300,0.0200,-0.0200,0,0,,,,,0,,
116,GJ 667 C,f,Radial Velocity,5,39.02600000,0.19400000,-0.21100000,0,0.156000,0.014000,-0.017000,0,0.030000,0.160000,-0.030000,0,,,,,0.00800,0.00400,-0.00400,0,,,,,,,,,,,,,0,0,6.80,,,0,10.220,0.100,0,0,3350.00,50.00,-50.00,0,0,0.3300,0.0200,-0.0200,0,0,,,,,0,,
117,GJ 667 C,g,Radial Velocity,5,256.20000000,13.80000000,-7.90000000,0,0.549000,0.052000,-0.058000,0,0.080000,0.410000,-0.080000,0,,,,,0.01400,0.00800,-0.00700,0,,,,,,,,,,,,,0,0,6.80,,,0,10.220,0.100,0,0,3350.00,50.00,-50.00,0,0,0.3300,0.0200,-0.0200,0,0,,,,,0,,
118,GJ 674,b,Radial Velocity,1,4.69380000,0.00700000,-0.00700000,0,0.039000,,,0,0.200000,0.020000,-0.020000,0,,,,,0.03500,,,0,,,,,,,,,,,,,0,0,4.54,0.03,-0.03,0,9.370,,0,0,3600.00,100.00,-100.00,0,0,0.3500,,,0,0,,,,,,,HIP 85523
119,GJ 676 A,b,Radial Velocity,3,1050.30000000,1.20000000,-1.20000000,0,1.800000,0.070000,-0.070000,0,0.328000,0.004000,-0.004000,0,,,,,4.95000,0.31000,-0.31000,0,,,,,,,,,,,,,0,0,16.13,0.46,-0.49,0,9.580,0.009,0,0,,,,,0,0.7100,0.0400,-0.0400,0,0,,,,,0,,HIP 85647
120,GJ 676 A,d,Radial Velocity,3,3.60000000,0.00080000,-0.00080000,0,0.041300,0.001400,-0.001400,0,0.150000,0.090000,-0.090000,0,,,,,0.01400,0.00200,-0.00200,0,,,,,,,,,,,,,0,0,16.13,0.46,-0.49,0,9.580,0.009,0,0,,,,,0,0.7100,0.0400,-0.0400,0,0,,,,,0,,HIP 85647
121,GJ 676 A,e,Radial Velocity,3,35.37000000,0.07000000,-0.07000000,0,0.187000,0.007000,-0.007000,0,0.240000,0.120000,-0.120000,0,,,,,0.03600,0.00500,-0.00500,0,,,,,,,,,,,,,0,0,16.13,0.46,-0.49,0,9.580,0.009,0,0,,,,,0,0.7100,0.0400,-0.0400,0,0,,,,,0,,HIP 85647
122,GJ 687,b,Radial Velocity,1,38.14000000,0.01500000,-0.01500000,0,0.163530,0.000043,-0.000043,0,0.040000,0.076000,-0.076000,0,,,,,0.05800,0.00700,-0.00700,0,,,,,,,,,,,,,0,0,4.53,0.02,-0.02,0,9.150,,0,0,3413.00,28.00,-28.00,0,0,0.4130,0.0410,-0.0410,0,0,0.42,0.01,-0.01,0,0,,HIP 86162
123,GJ 832,b,Radial Velocity,2,3657.00000000,104.00000000,-104.00000000,0,3.560000,0.280000,-0.280000,0,0.080000,0.020000,-0.060000,0,,,,,0.68000,0.09000,-0.09000,0,,,,,,,,,,,,,0,0,4.94,0.03,-0.03,0,8.660,,0,0,3472.00,,,0,0,0.4500,0.0500,-0.0500,0,0,,,,,0,HD 204961,HIP 106440
124,GJ 832,c,Radial Velocity,2,35.68000000,0.03000000,-0.03000000,0,0.163000,0.006000,-0.006000,0,0.180000,0.130000,-0.130000,0,,,,,0.01700,0.00300,-0.00300,0,,,,,,,,,,,,,0,0,4.94,0.03,-0.03,0,8.660,,0,0,3472.00,,,0,0,0.4500,0.0500,-0.0500,0,0,,,,,0,HD 204961,HIP 106440
125,GJ 849,b,Radial Velocity,1,1845.00000000,15.00000000,-15.00000000,0,2.320000,,,0,0.050000,0.030000,-0.030000,0,,,,,0.91000,,,0,,,,,,,,,,,,,0,0,8.77,0.16,-0.17,0,10.370,0.011,0,0,,,,,,0.4900,0.0500,-0.0500,0,0,,,,,,,HIP 109388
126,GJ 86,b,Radial Velocity,1,15.76491000,0.00039000,-0.00039000,0,0.113000,0.006500,-0.006500,0,0.041600,0.007200,-0.007200,0,,,,,3.91000,0.32000,-0.32000,0,,,,,,,,,,,,,0,0,10.91,0.07,-0.07,0,6.120,,0,0,5151.00,,,0,0,0.7700,,,0,0,,,,,,HD 13445,HIP 10138
127,GJ 876,b,Radial Velocity,4,61.11660000,0.00860000,-0.00860000,0,0.208317,0.000020,-0.000020,0,0.032400,0.001300,-0.001300,0,2.27560,0.00450,-0.00450,0,,,,,,,,,,,,,59.000,,,0,0,0,4.70,0.05,-0.05,0,10.191,0.015,0,0,,,,,0,0.3340,0.0330,-0.0330,0,0,,,,,0,,HIP 113020
128,GJ 876,c,Radial Velocity,4,30.08810000,0.00820000,-0.00820000,0,0.129590,0.000024,-0.000024,0,0.255910,0.000930,-0.000930,0,0.71420,0.00390,-0.00390,0,,,,,,,,,,,,,59.000,,,0,0,0,4.70,0.05,-0.05,0,10.191,0.015,0,0,,,,,0,0.3340,0.0330,-0.0330,0,0,,,,,0,,HIP 113020
129,GJ 876,d,Radial Velocity,4,1.93778000,0.00002000,-0.00002000,0,0.020807,0.000000,0.000000,0,0.207000,0.055000,-0.055000,0,0.02100,0.00100,-0.00100,0,,,,,,,,,,,,,59.000,,,0,0,0,4.70,0.05,-0.05,0,10.191,0.015,0,0,,,,,0,0.3340,0.0330,-0.0330,0,0,,,,,0,,HIP 113020
130,GJ 876,e,Radial Velocity,4,124.26000000,0.70000000,-0.70000000,0,0.334300,0.001300,-0.001300,0,0.055000,0.012000,-0.012000,0,0.04600,0.00500,-0.00500,0,,,,,,,,,,,,,59.000,,,0,0,0,4.70,0.05,-0.05,0,10.191,0.015,0,0,,,,,0,0.3340,0.0330,-0.0330,0,0,,,,,0,,HIP 113020
131,GQ Lup,b,Imaging,1,,,,,100.000000,,,0,,,,,20.00000,,,0,,,,,3.000,0.500,-0.500,0,,,,,,,,,0,0,139.00,45.00,-45.00,0,12.430,,0,0,,,,,,0.7000,,,0,0,,,,,,,
132,GSC 06214-00210,b,Imaging,1,,,,,320.000000,30.000000,-30.000000,0,,,,,16.00000,1.00000,-1.00000,0,,,,,,,,,,,,,,,,,0,0,145.00,14.00,-14.00,0,12.375,0.031,0,0,4200.00,150.00,-150.00,0,0,0.9000,0.1000,-0.1000,0,0,,,,,0,,
133,GU Psc,b,Imaging,1,,,,,2000.000000,200.000000,-200.000000,0,,,,,11.30000,1.70000,-1.70000,0,,,,,1.265,0.115,-0.115,0,,,,,,,,,0,0,48.00,5.00,-5.00,0,13.550,,0,0,,,,,,0.3250,0.0250,-0.0250,0,0,,,,,,,
134,HAT-P-1,b,Transit,1,4.46529340,0.00000930,-0.00000930,0,,,,,0.000000,,,0,0.52400,0.03100,-0.03100,0,,,,,1.225,0.059,-0.059,0,0.34500,0.05300,-0.04400,0,86.280,0.200,-0.200,0,0,0,139.00,22.00,-19.00,0,10.340,,0,0,5975.00,45.00,-45.00,0,0,1.1200,0.0900,-0.0900,0,0,1.15,0.10,-0.07,0,0,,
135,HAT-P-11,b,Transit,1,4.88781620,0.00000710,-0.00000710,0,0.053000,0.000200,-0.000800,0,0.198000,0.046000,-0.046000,0,0.08100,0.00900,-0.00900,0,,,,,0.422,0.014,-0.014,0,1.33000,0.20000,-0.20000,0,88.500,0.600,-0.600,0,0,1,38.00,1.30,-1.30,0,9.472,0.024,0,0,4780.00,50.00,-50.00,0,0,0.8100,0.0200,-0.0300,0,0,0.75,0.02,-0.02,0,0,,HIP 97657
136,HAT-P-12,b,Transit,1,3.21305980,0.00000210,-0.00000210,0,0.038400,0.000300,-0.000300,0,0.000000,,,0,0.21100,0.01200,-0.01200,0,,,,,0.959,0.029,-0.021,0,0.31920,0.01600,-0.01600,0,89.000,0.400,-0.400,0,0,0,142.50,4.20,-3.30,0,12.840,,0,0,4650.00,60.00,-60.00,0,0,0.7330,0.0180,-0.0180,0,0,0.70,0.02,-0.01,0,0,,
137,HAT-P-13,b,Transit,2,2.91625000,0.00001500,-0.00001500,0,,,,,0.013300,0.004100,-0.004100,0,0.85100,0.03800,-0.03800,0,,,,,1.272,0.065,-0.065,0,,,,,83.400,0.680,-0.680,0,1,0,214.00,12.00,-12.00,0,10.622,,0,0,5653.00,90.00,-90.00,0,0,1.2200,0.0500,-0.1000,0,0,1.56,0.08,-0.08,0,0,,
138,HAT-P-13,c,Radial Velocity,2,446.27000000,0.22000000,-0.22000000,0,,,,,0.661600,0.005400,-0.005400,0,,,,,14.28000,0.28000,-0.28000,0,,,,,,,,,,,,,0,0,214.00,12.00,-12.00,0,10.622,,0,0,5653.00,90.00,-90.00,0,0,1.2200,0.0500,-0.1000,0,0,1.56,0.08,-0.08,0,0,,
